Sport_Product,Geo_Code,Country,Year,Amt_Import,Amt_Export
GYMSWIM,IS,Iceland,2012,"3,410,000","5,000"
GYMSWIM,IS,Iceland,2013,"3,828,000","293,000"
GYMSWIM,IS,Iceland,2014,"4,495,000","306,000"
GYMSWIM,IS,Iceland,2015,"5,630,000","395,000"
GYMSWIM,IT,Italy,2000,"110,335,000","197,453,000"
GYMSWIM,IT,Italy,2001,"129,694,000","219,261,000"
GYMSWIM,IT,Italy,2002,"110,264,000","231,325,000"
GYMSWIM,IT,Italy,2003,"115,744,000","243,410,000"
GYMSWIM,IT,Italy,2004,"144,328,000","255,155,000"
GYMSWIM,IT,Italy,2005,"169,922,000","293,721,000"
GYMSWIM,IT,Italy,2006,"190,605,000","339,547,000"
GYMSWIM,IT,Italy,2007,"215,731,000","388,012,000"
GYMSWIM,IT,Italy,2008,"221,490,000","375,742,000"
GYMSWIM,IT,Italy,2009,"217,534,000","258,847,000"
GYMSWIM,IT,Italy,2010,"225,797,000","303,573,000"
GYMSWIM,IT,Italy,2011,"222,855,000","347,204,000"
GYMSWIM,IT,Italy,2012,"209,488,000","345,529,000"
GYMSWIM,IT,Italy,2013,"193,997,000","350,346,000"
GYMSWIM,IT,Italy,2014,"214,181,000","393,356,000"
GYMSWIM,IT,Italy,2015,"249,151,000","429,733,000"
GYMSWIM,LT,Lithuania,2000,"2,017,000","348,000"
GYMSWIM,LT,Lithuania,2001,"2,154,000","554,000"
GYMSWIM,LT,Lithuania,2002,"2,561,000","580,000"
GYMSWIM,LT,Lithuania,2003,"3,490,000","410,000"
GYMSWIM,LT,Lithuania,2004,"4,131,000","1,053,000"
GYMSWIM,LT,Lithuania,2005,"3,948,000","858,000"
GYMSWIM,LT,Lithuania,2006,"4,300,000","1,289,000"
GYMSWIM,LT,Lithuania,2007,"7,947,000","4,644,000"
GYMSWIM,LT,Lithuania,2008,"7,188,000","5,810,000"
GYMSWIM,LT,Lithuania,2009,"4,527,000","4,932,000"
GYMSWIM,LT,Lithuania,2010,"5,272,000","9,134,000"
GYMSWIM,LT,Lithuania,2011,"5,626,000","12,320,000"
GYMSWIM,LT,Lithuania,2012,"7,106,000","13,353,000"
GYMSWIM,LT,Lithuania,2013,"8,896,000","13,890,000"
GYMSWIM,LT,Lithuania,2014,"13,543,000","14,762,000"
GYMSWIM,LT,Lithuania,2015,"16,665,000","14,053,000"
GYMSWIM,LU,Luxembourg,2000,"8,783,000","6,257,000"
GYMSWIM,LU,Luxembourg,2001,"10,272,000","11,408,000"
GYMSWIM,LU,Luxembourg,2002,"8,775,000","13,357,000"
GYMSWIM,LU,Luxembourg,2003,"12,230,000","10,927,000"
GYMSWIM,LU,Luxembourg,2004,"11,553,000","1,295,000"
GYMSWIM,LU,Luxembourg,2005,"11,554,000","1,550,000"
GYMSWIM,LU,Luxembourg,2006,"10,838,000","2,076,000"
GYMSWIM,LU,Luxembourg,2007,"11,764,000","2,252,000"
GYMSWIM,LU,Luxembourg,2008,"13,287,000","2,274,000"
GYMSWIM,LU,Luxembourg,2009,"13,415,000","1,987,000"
GYMSWIM,LU,Luxembourg,2010,"13,254,000","2,353,000"
GYMSWIM,LU,Luxembourg,2011,"10,301,000","2,386,000"
GYMSWIM,LU,Luxembourg,2012,"9,477,000","2,442,000"
GYMSWIM,LU,Luxembourg,2013,"11,423,000","1,960,000"
GYMSWIM,LU,Luxembourg,2014,"11,646,000","1,748,000"
GYMSWIM,LU,Luxembourg,2015,"12,138,000","3,905,000"
GYMSWIM,LV,Latvia,2000,"2,559,000","228,000"
GYMSWIM,LV,Latvia,2001,"3,302,000","382,000"
GYMSWIM,LV,Latvia,2002,"3,919,000","259,000"
GYMSWIM,LV,Latvia,2003,"4,674,000","578,000"
GYMSWIM,LV,Latvia,2004,"4,262,000","1,128,000"
GYMSWIM,LV,Latvia,2005,"6,588,000","2,897,000"
GYMSWIM,LV,Latvia,2006,"8,383,000","2,455,000"
GYMSWIM,LV,Latvia,2007,"10,422,000","2,819,000"
GYMSWIM,LV,Latvia,2008,"13,304,000","5,158,000"
GYMSWIM,LV,Latvia,2009,"7,524,000","4,974,000"
GYMSWIM,LV,Latvia,2010,"11,456,000","6,835,000"
GYMSWIM,LV,Latvia,2011,"12,959,000","7,090,000"
GYMSWIM,LV,Latvia,2012,"14,549,000","9,112,000"
GYMSWIM,LV,Latvia,2013,"14,134,000","7,573,000"
GYMSWIM,LV,Latvia,2014,"14,222,000","7,703,000"
GYMSWIM,LV,Latvia,2015,"16,630,000","12,316,000"
GYMSWIM,ME,Montenegro,2000,,
GYMSWIM,ME,Montenegro,2001,,
GYMSWIM,ME,Montenegro,2002,,
GYMSWIM,ME,Montenegro,2003,,
GYMSWIM,ME,Montenegro,2004,,
GYMSWIM,ME,Montenegro,2005,"470,000","31,000"
GYMSWIM,ME,Montenegro,2006,"621,000",
GYMSWIM,ME,Montenegro,2007,"1,236,000","4,000"
GYMSWIM,ME,Montenegro,2008,"1,924,000",0
GYMSWIM,ME,Montenegro,2009,"1,591,000","7,000"
GYMSWIM,ME,Montenegro,2010,"1,023,000","2,000"
GYMSWIM,ME,Montenegro,2011,"1,383,000","3,000"
GYMSWIM,ME,Montenegro,2012,"1,253,000","13,000"
GYMSWIM,ME,Montenegro,2013,"1,356,000","3,000"
GYMSWIM,ME,Montenegro,2014,,
GYMSWIM,ME,Montenegro,2015,"2,153,000","47,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2000,,
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2001,,
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2002,"426,000","8,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2003,"324,000","4,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2004,"578,000","23,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2005,"762,000","17,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2006,"681,000","15,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2007,"948,000","18,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2008,"1,607,000","28,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2009,"1,086,000","44,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2010,"1,391,000","18,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2011,"1,511,000","41,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2012,"1,311,000","54,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2013,"1,450,000","63,000"
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2014,,
GYMSWIM,MK,Former Yugoslav Republic of Macedonia,2015,"1,720,000","49,000"
GYMSWIM,MT,Malta,2000,"1,157,000","238,000"
GYMSWIM,MT,Malta,2001,"1,664,000","44,000"
GYMSWIM,MT,Malta,2002,"1,465,000","51,000"
GYMSWIM,MT,Malta,2003,"1,342,000","122,000"
GYMSWIM,MT,Malta,2004,"1,703,000","21,000"
GYMSWIM,MT,Malta,2005,"1,989,000","109,000"
GYMSWIM,MT,Malta,2006,"1,928,000","42,000"
GYMSWIM,MT,Malta,2007,"2,570,000","64,000"
GYMSWIM,MT,Malta,2008,"2,298,000","209,000"
GYMSWIM,MT,Malta,2009,"1,763,000","110,000"
GYMSWIM,MT,Malta,2010,"1,770,000","49,000"
GYMSWIM,MT,Malta,2011,"1,755,000","68,000"
GYMSWIM,MT,Malta,2012,"2,255,000","178,000"
GYMSWIM,MT,Malta,2013,"2,152,000","171,000"
GYMSWIM,MT,Malta,2014,"1,818,000","32,000"
GYMSWIM,MT,Malta,2015,"1,823,000","126,000"
GYMSWIM,NL,Netherlands,2000,"117,931,000","78,016,000"
GYMSWIM,NL,Netherlands,2001,"119,630,000","70,525,000"
GYMSWIM,NL,Netherlands,2002,"139,242,000","90,467,000"
GYMSWIM,NL,Netherlands,2003,"168,284,000","134,760,000"
GYMSWIM,NL,Netherlands,2004,"191,302,000","138,156,000"
GYMSWIM,NL,Netherlands,2005,"263,793,000","167,218,000"
GYMSWIM,NL,Netherlands,2006,"264,423,000","172,957,000"
GYMSWIM,NL,Netherlands,2007,"213,601,000","171,443,000"
GYMSWIM,NL,Netherlands,2008,"223,104,000","170,633,000"
GYMSWIM,NL,Netherlands,2009,"219,746,000","188,261,000"
GYMSWIM,NL,Netherlands,2010,"254,812,000","206,782,000"
GYMSWIM,NL,Netherlands,2011,"246,406,000","219,641,000"
GYMSWIM,NL,Netherlands,2012,"275,012,000","249,043,000"
GYMSWIM,NL,Netherlands,2013,"272,778,000","241,830,000"
GYMSWIM,NL,Netherlands,2014,"338,941,000","309,027,000"
GYMSWIM,NL,Netherlands,2015,"424,216,000","363,581,000"
GYMSWIM,NO,Norway,2000,"36,571,000","9,622,000"
GYMSWIM,NO,Norway,2001,"37,488,000","8,008,000"
GYMSWIM,NO,Norway,2002,"40,303,000","8,826,000"
GYMSWIM,NO,Norway,2003,"47,622,000","8,712,000"
GYMSWIM,NO,Norway,2004,"50,450,000","9,590,000"
GYMSWIM,NO,Norway,2005,"66,370,000","11,177,000"
GYMSWIM,NO,Norway,2006,"72,394,000","11,688,000"
GYMSWIM,NO,Norway,2007,"75,280,000","10,411,000"
GYMSWIM,NO,Norway,2008,"80,617,000","10,428,000"
GYMSWIM,NO,Norway,2009,"76,322,000","8,783,000"
GYMSWIM,NO,Norway,2010,"95,909,000","13,571,000"
GYMSWIM,NO,Norway,2011,"96,092,000","15,222,000"
GYMSWIM,NO,Norway,2012,"107,356,000","15,245,000"
GYMSWIM,NO,Norway,2013,"108,468,000","17,952,000"
GYMSWIM,NO,Norway,2014,"115,215,000","14,131,000"
GYMSWIM,NO,Norway,2015,,
GYMSWIM,PL,Poland,2000,,
GYMSWIM,PL,Poland,2001,,
GYMSWIM,PL,Poland,2002,,
GYMSWIM,PL,Poland,2003,,
GYMSWIM,PL,Poland,2004,"16,722,000","16,452,000"
GYMSWIM,PL,Poland,2005,"25,781,000","21,757,000"
GYMSWIM,PL,Poland,2006,"33,658,000","25,303,000"
GYMSWIM,PL,Poland,2007,"43,310,000","32,421,000"
GYMSWIM,PL,Poland,2008,"59,405,000","22,582,000"
GYMSWIM,PL,Poland,2009,"56,902,000","21,773,000"
GYMSWIM,PL,Poland,2010,"66,910,000","24,932,000"
GYMSWIM,PL,Poland,2011,"77,946,000","33,418,000"
GYMSWIM,PL,Poland,2012,"89,893,000","41,196,000"
GYMSWIM,PL,Poland,2013,"84,663,000","41,512,000"
GYMSWIM,PL,Poland,2014,"114,115,000","64,918,000"
GYMSWIM,PL,Poland,2015,"167,602,000","120,610,000"
GYMSWIM,PT,Portugal,2000,"19,802,000","9,197,000"
GYMSWIM,PT,Portugal,2001,"27,070,000","11,468,000"
GYMSWIM,PT,Portugal,2002,"25,394,000","7,332,000"
GYMSWIM,PT,Portugal,2003,"27,741,000","13,743,000"
GYMSWIM,PT,Portugal,2004,"27,428,000","13,341,000"
GYMSWIM,PT,Portugal,2005,"37,753,000","10,939,000"
GYMSWIM,PT,Portugal,2006,"44,903,000","11,030,000"
GYMSWIM,PT,Portugal,2007,"50,152,000","10,797,000"
GYMSWIM,PT,Portugal,2008,"50,869,000","9,003,000"
GYMSWIM,PT,Portugal,2009,"59,182,000","8,117,000"
GYMSWIM,PT,Portugal,2010,"56,963,000","12,498,000"
GYMSWIM,PT,Portugal,2011,"57,650,000","12,477,000"
GYMSWIM,PT,Portugal,2012,"39,832,000","12,356,000"
GYMSWIM,PT,Portugal,2013,"44,601,000","15,718,000"
GYMSWIM,PT,Portugal,2014,"42,011,000","18,684,000"
GYMSWIM,PT,Portugal,2015,"44,200,000","18,543,000"
GYMSWIM,RO,Romania,2000,"3,690,000","1,173,000"
GYMSWIM,RO,Romania,2001,"3,679,000","1,217,000"
GYMSWIM,RO,Romania,2002,"3,823,000","2,076,000"
GYMSWIM,RO,Romania,2003,"5,495,000","2,193,000"
GYMSWIM,RO,Romania,2004,"7,039,000","1,195,000"
GYMSWIM,RO,Romania,2005,"7,083,000","3,003,000"
GYMSWIM,RO,Romania,2006,"11,763,000","6,027,000"
GYMSWIM,RO,Romania,2007,"23,471,000","5,405,000"
GYMSWIM,RO,Romania,2008,"33,339,000","8,347,000"
GYMSWIM,RO,Romania,2009,"21,576,000","7,565,000"
GYMSWIM,RO,Romania,2010,"21,812,000","9,230,000"
GYMSWIM,RO,Romania,2011,"22,157,000","15,462,000"
GYMSWIM,RO,Romania,2012,"23,511,000","10,707,000"
GYMSWIM,RO,Romania,2013,"20,133,000","8,746,000"
GYMSWIM,RO,Romania,2014,"24,238,000","8,901,000"
GYMSWIM,RO,Romania,2015,"28,556,000","13,242,000"
GYMSWIM,RS,Serbia,2000,,
GYMSWIM,RS,Serbia,2001,,
GYMSWIM,RS,Serbia,2002,,
GYMSWIM,RS,Serbia,2003,,
GYMSWIM,RS,Serbia,2004,,
GYMSWIM,RS,Serbia,2005,"4,249,000","280,000"
GYMSWIM,RS,Serbia,2006,"5,513,000","555,000"
GYMSWIM,RS,Serbia,2007,"8,900,000","711,000"
GYMSWIM,RS,Serbia,2008,"14,704,000","1,062,000"
GYMSWIM,RS,Serbia,2009,"10,710,000","1,492,000"
GYMSWIM,RS,Serbia,2010,"7,340,000","1,394,000"
GYMSWIM,RS,Serbia,2011,"8,289,000","1,138,000"
GYMSWIM,RS,Serbia,2012,"8,219,000","817,000"
GYMSWIM,RS,Serbia,2013,"7,855,000","938,000"
GYMSWIM,RS,Serbia,2014,,
GYMSWIM,RS,Serbia,2015,"7,676,000","987,000"
GYMSWIM,SE,Sweden,2000,"52,267,000","49,026,000"
GYMSWIM,SE,Sweden,2001,"52,672,000","48,025,000"
GYMSWIM,SE,Sweden,2002,"64,887,000","57,310,000"
GYMSWIM,SE,Sweden,2003,"70,412,000","56,373,000"
GYMSWIM,SE,Sweden,2004,"81,144,000","56,708,000"
GYMSWIM,SE,Sweden,2005,"104,706,000","60,637,000"
GYMSWIM,SE,Sweden,2006,"119,081,000","66,946,000"
GYMSWIM,SE,Sweden,2007,"119,938,000","69,963,000"
GYMSWIM,SE,Sweden,2008,"113,147,000","73,756,000"
GYMSWIM,SE,Sweden,2009,"101,021,000","65,670,000"
GYMSWIM,SE,Sweden,2010,"134,027,000","88,521,000"
GYMSWIM,SE,Sweden,2011,"147,504,000","89,178,000"
GYMSWIM,SE,Sweden,2012,"152,545,000","87,203,000"
GYMSWIM,SE,Sweden,2013,"157,634,000","89,425,000"
GYMSWIM,SE,Sweden,2014,"178,010,000","102,881,000"
GYMSWIM,SE,Sweden,2015,"186,746,000","115,288,000"
GYMSWIM,SI,Slovenia,2000,"5,708,000","1,761,000"
GYMSWIM,SI,Slovenia,2001,"7,001,000","2,123,000"
GYMSWIM,SI,Slovenia,2002,"6,730,000","2,215,000"
GYMSWIM,SI,Slovenia,2003,"7,332,000","2,291,000"
GYMSWIM,SI,Slovenia,2004,"10,235,000","3,532,000"
GYMSWIM,SI,Slovenia,2005,"11,270,000","4,217,000"
GYMSWIM,SI,Slovenia,2006,"13,971,000","8,291,000"
GYMSWIM,SI,Slovenia,2007,"16,428,000","12,594,000"
GYMSWIM,SI,Slovenia,2008,"23,729,000","18,743,000"
GYMSWIM,SI,Slovenia,2009,"19,511,000","12,072,000"
GYMSWIM,SI,Slovenia,2010,"15,685,000","10,198,000"
GYMSWIM,SI,Slovenia,2011,"17,127,000","11,639,000"
GYMSWIM,SI,Slovenia,2012,"16,764,000","12,753,000"
GYMSWIM,SI,Slovenia,2013,"19,041,000","11,594,000"
GYMSWIM,SI,Slovenia,2014,"21,079,000","13,218,000"
GYMSWIM,SI,Slovenia,2015,"21,714,000","13,794,000"
GYMSWIM,SK,Slovakia,2000,,
GYMSWIM,SK,Slovakia,2001,,
GYMSWIM,SK,Slovakia,2002,,
GYMSWIM,SK,Slovakia,2003,,
GYMSWIM,SK,Slovakia,2004,"7,574,000","5,741,000"
GYMSWIM,SK,Slovakia,2005,"13,378,000","8,773,000"
GYMSWIM,SK,Slovakia,2006,"22,944,000","19,415,000"
GYMSWIM,SK,Slovakia,2007,"23,285,000","34,688,000"
GYMSWIM,SK,Slovakia,2008,"29,356,000","46,783,000"
GYMSWIM,SK,Slovakia,2009,"30,571,000","54,756,000"
GYMSWIM,SK,Slovakia,2010,"30,394,000","71,710,000"
GYMSWIM,SK,Slovakia,2011,"28,015,000","68,497,000"
GYMSWIM,SK,Slovakia,2012,"36,500,000","71,404,000"
GYMSWIM,SK,Slovakia,2013,"36,929,000","68,150,000"
GYMSWIM,SK,Slovakia,2014,"34,166,000","73,415,000"
GYMSWIM,SK,Slovakia,2015,"37,838,000","74,446,000"
GYMSWIM,TR,Turkey,2000,"12,859,000","1,610,000"
GYMSWIM,TR,Turkey,2001,"9,750,000","2,069,000"
GYMSWIM,TR,Turkey,2002,"13,371,000","3,201,000"
GYMSWIM,TR,Turkey,2003,"15,540,000","4,777,000"
GYMSWIM,TR,Turkey,2004,"24,551,000","5,527,000"
GYMSWIM,TR,Turkey,2005,"36,483,000","5,526,000"
GYMSWIM,TR,Turkey,2006,"43,575,000","11,064,000"
GYMSWIM,TR,Turkey,2007,"47,003,000","16,456,000"
GYMSWIM,TR,Turkey,2008,"41,406,000","15,489,000"
GYMSWIM,TR,Turkey,2009,"35,218,000","10,782,000"
GYMSWIM,TR,Turkey,2010,"52,072,000","18,987,000"
GYMSWIM,TR,Turkey,2011,"49,669,000","24,652,000"
GYMSWIM,TR,Turkey,2012,"69,768,000","36,961,000"
GYMSWIM,TR,Turkey,2013,"75,839,000","43,320,000"
GYMSWIM,TR,Turkey,2014,,
GYMSWIM,TR,Turkey,2015,"64,625,000","54,578,000"
GYMSWIM,UK,United Kingdom,2000,"276,549,000","51,347,000"
GYMSWIM,UK,United Kingdom,2001,"313,983,000","55,474,000"
GYMSWIM,UK,United Kingdom,2002,"339,136,000","62,669,000"
GYMSWIM,UK,United Kingdom,2003,"321,400,000","67,042,000"
GYMSWIM,UK,United Kingdom,2004,"397,471,000","66,853,000"
GYMSWIM,UK,United Kingdom,2005,"460,222,000","85,137,000"
GYMSWIM,UK,United Kingdom,2006,"500,982,000","85,346,000"
GYMSWIM,UK,United Kingdom,2007,"530,551,000","111,122,000"
GYMSWIM,UK,United Kingdom,2008,"437,881,000","91,415,000"
GYMSWIM,UK,United Kingdom,2009,"398,557,000","89,746,000"
GYMSWIM,UK,United Kingdom,2010,"459,555,000","97,586,000"
GYMSWIM,UK,United Kingdom,2011,"436,301,000","113,002,000"
GYMSWIM,UK,United Kingdom,2012,"473,548,000","120,440,000"
GYMSWIM,UK,United Kingdom,2013,"476,578,000","135,139,000"
GYMSWIM,UK,United Kingdom,2014,"513,371,000","144,398,000"
GYMSWIM,UK,United Kingdom,2015,"660,066,000","183,258,000"
RACKET,BE,Belgium,2000,"16,692,000","9,665,000"
RACKET,BE,Belgium,2001,"17,369,000","12,287,000"
RACKET,BE,Belgium,2002,"17,781,000","12,783,000"
RACKET,BE,Belgium,2003,"23,110,000","17,847,000"
RACKET,BE,Belgium,2004,"20,975,000","14,188,000"
RACKET,BE,Belgium,2005,"19,233,000","22,692,000"
RACKET,BE,Belgium,2006,"18,973,000","16,003,000"
RACKET,BE,Belgium,2007,"21,919,000","18,918,000"
RACKET,BE,Belgium,2008,"18,202,000","18,492,000"
RACKET,BE,Belgium,2009,"19,006,000","15,444,000"
RACKET,BE,Belgium,2010,"19,720,000","13,084,000"
RACKET,BE,Belgium,2011,"14,042,000","13,592,000"
RACKET,BE,Belgium,2012,"18,342,000","14,340,000"
RACKET,BE,Belgium,2013,"16,815,000","10,106,000"
RACKET,BE,Belgium,2014,"13,541,000","10,752,000"
RACKET,BE,Belgium,2015,"14,085,000","10,990,000"
RACKET,BG,Bulgaria,2000,"343,000","15,000"
RACKET,BG,Bulgaria,2001,"260,000","7,000"
RACKET,BG,Bulgaria,2002,"334,000","27,000"
RACKET,BG,Bulgaria,2003,"316,000","39,000"
RACKET,BG,Bulgaria,2004,"431,000","60,000"
RACKET,BG,Bulgaria,2005,"420,000","33,000"
RACKET,BG,Bulgaria,2006,"549,000","33,000"
RACKET,BG,Bulgaria,2007,"757,000","64,000"
RACKET,BG,Bulgaria,2008,"806,000","60,000"
RACKET,BG,Bulgaria,2009,"776,000","50,000"
RACKET,BG,Bulgaria,2010,"913,000","288,000"
RACKET,BG,Bulgaria,2011,"888,000","236,000"
RACKET,BG,Bulgaria,2012,"1,124,000","215,000"
RACKET,BG,Bulgaria,2013,"1,070,000","274,000"
RACKET,BG,Bulgaria,2014,"1,044,000","480,000"
RACKET,BG,Bulgaria,2015,"1,013,000","525,000"
RACKET,CY,Cyprus,2000,"164,000",
RACKET,CY,Cyprus,2001,"143,000",
RACKET,CY,Cyprus,2002,"216,000","11,000"
RACKET,CY,Cyprus,2003,"209,000",
RACKET,CY,Cyprus,2004,"160,000",
RACKET,CY,Cyprus,2005,"197,000","1,000"
RACKET,CY,Cyprus,2006,"411,000",
RACKET,CY,Cyprus,2007,"501,000","1,000"
RACKET,CY,Cyprus,2008,"427,000",
RACKET,CY,Cyprus,2009,"421,000","15,000"
RACKET,CY,Cyprus,2010,"301,000","6,000"
RACKET,CY,Cyprus,2011,"269,000",
RACKET,CY,Cyprus,2012,"256,000",
RACKET,CY,Cyprus,2013,"249,000",
RACKET,CY,Cyprus,2014,"233,000",
RACKET,CY,Cyprus,2015,"264,000",
RACKET,CZ,Czech Republic,2000,"19,418,000","18,409,000"
RACKET,CZ,Czech Republic,2001,"19,611,000","17,981,000"
RACKET,CZ,Czech Republic,2002,"18,313,000","18,870,000"
RACKET,CZ,Czech Republic,2003,"16,652,000","13,785,000"
RACKET,CZ,Czech Republic,2004,"18,103,000","17,069,000"
RACKET,CZ,Czech Republic,2005,"11,147,000","8,896,000"
RACKET,CZ,Czech Republic,2006,"4,495,000","1,604,000"
RACKET,CZ,Czech Republic,2007,"4,302,000","406,000"
RACKET,CZ,Czech Republic,2008,"5,097,000","3,779,000"
RACKET,CZ,Czech Republic,2009,"4,395,000","855,000"
RACKET,CZ,Czech Republic,2010,"4,741,000","495,000"
RACKET,CZ,Czech Republic,2011,"4,594,000","666,000"
RACKET,CZ,Czech Republic,2012,"4,542,000","782,000"
RACKET,CZ,Czech Republic,2013,"6,405,000","951,000"
RACKET,CZ,Czech Republic,2014,"6,947,000","893,000"
RACKET,CZ,Czech Republic,2015,"7,701,000","963,000"
RACKET,DE,Germany,2000,"44,571,000","31,689,000"
RACKET,DE,Germany,2001,"42,138,000","33,768,000"
RACKET,DE,Germany,2002,"38,411,000","36,547,000"
RACKET,DE,Germany,2003,"29,036,000","47,374,000"
RACKET,DE,Germany,2004,"27,772,000","51,095,000"
RACKET,DE,Germany,2005,"26,284,000","57,817,000"
RACKET,DE,Germany,2006,"27,690,000","54,591,000"
RACKET,DE,Germany,2007,"26,887,000","58,889,000"
RACKET,DE,Germany,2008,"27,510,000","58,392,000"
RACKET,DE,Germany,2009,"31,826,000","58,671,000"
RACKET,DE,Germany,2010,"32,793,000","60,524,000"
RACKET,DE,Germany,2011,"34,350,000","59,227,000"
RACKET,DE,Germany,2012,"40,050,000","47,848,000"
RACKET,DE,Germany,2013,"40,660,000","55,829,000"
RACKET,DE,Germany,2014,"41,987,000","61,578,000"
RACKET,DE,Germany,2015,"42,101,000","72,927,000"
RACKET,DK,Denmark,2000,"3,172,000","2,698,000"
RACKET,DK,Denmark,2001,"5,873,000","2,045,000"
RACKET,DK,Denmark,2002,"6,321,000","2,576,000"
RACKET,DK,Denmark,2003,"5,030,000","2,916,000"
RACKET,DK,Denmark,2004,"5,203,000","3,386,000"
RACKET,DK,Denmark,2005,"4,635,000","2,540,000"
RACKET,DK,Denmark,2006,"4,326,000","2,052,000"
RACKET,DK,Denmark,2007,"4,205,000","1,860,000"
RACKET,DK,Denmark,2008,"3,726,000","1,859,000"
RACKET,DK,Denmark,2009,"3,617,000","1,841,000"
RACKET,DK,Denmark,2010,"5,210,000","1,944,000"
RACKET,DK,Denmark,2011,"4,018,000","1,563,000"
RACKET,DK,Denmark,2012,"4,565,000","1,746,000"
RACKET,DK,Denmark,2013,"3,367,000","2,324,000"
RACKET,DK,Denmark,2014,"3,662,000","2,953,000"
RACKET,DK,Denmark,2015,"3,854,000","2,523,000"
RACKET,EE,Estonia,2000,"374,000","1,217,000"
RACKET,EE,Estonia,2001,"348,000","1,258,000"
RACKET,EE,Estonia,2002,"340,000","1,365,000"
RACKET,EE,Estonia,2003,"209,000","1,705,000"
RACKET,EE,Estonia,2004,"181,000","1,432,000"
RACKET,EE,Estonia,2005,"244,000","1,478,000"
RACKET,EE,Estonia,2006,"142,000","1,503,000"
RACKET,EE,Estonia,2007,"162,000","1,191,000"
RACKET,EE,Estonia,2008,"223,000","1,222,000"
RACKET,EE,Estonia,2009,"344,000","1,039,000"
RACKET,EE,Estonia,2010,"605,000","1,032,000"
RACKET,EE,Estonia,2011,"903,000","1,965,000"
RACKET,EE,Estonia,2012,"1,876,000","1,896,000"
RACKET,EE,Estonia,2013,"1,824,000","1,773,000"
RACKET,EE,Estonia,2014,"2,273,000","1,788,000"
RACKET,EE,Estonia,2015,"2,509,000","1,176,000"
RACKET,EL,Greece,2000,"1,488,000","4,000"
RACKET,EL,Greece,2001,"1,491,000","4,000"
RACKET,EL,Greece,2002,"1,503,000",
RACKET,EL,Greece,2003,"1,387,000","58,000"
RACKET,EL,Greece,2004,"1,628,000","54,000"
RACKET,EL,Greece,2005,"3,851,000","57,000"
RACKET,EL,Greece,2006,"2,829,000","191,000"
RACKET,EL,Greece,2007,"1,914,000","164,000"
RACKET,EL,Greece,2008,"2,278,000","9,000"
RACKET,EL,Greece,2009,"1,713,000","142,000"
RACKET,EL,Greece,2010,"1,887,000","27,000"
RACKET,EL,Greece,2011,"1,419,000","62,000"
RACKET,EL,Greece,2012,"1,263,000","34,000"
RACKET,EL,Greece,2013,"1,497,000","53,000"
RACKET,EL,Greece,2014,"1,823,000","1,000"
RACKET,EL,Greece,2015,"1,154,000","18,000"
RACKET,ES,Spain,2000,"14,757,000","2,922,000"
RACKET,ES,Spain,2001,"17,785,000","3,810,000"
RACKET,ES,Spain,2002,"15,330,000","4,427,000"
RACKET,ES,Spain,2003,"15,044,000","5,054,000"
RACKET,ES,Spain,2004,"17,026,000","4,614,000"
RACKET,ES,Spain,2005,"21,577,000","4,543,000"
RACKET,ES,Spain,2006,"23,796,000","4,782,000"
RACKET,ES,Spain,2007,"27,214,000","6,237,000"
RACKET,ES,Spain,2008,"30,681,000","8,197,000"
RACKET,ES,Spain,2009,"31,466,000","10,643,000"
RACKET,ES,Spain,2010,"36,242,000","5,767,000"
RACKET,ES,Spain,2011,"32,042,000","17,184,000"
RACKET,ES,Spain,2012,"28,418,000","5,137,000"
RACKET,ES,Spain,2013,"26,199,000","4,920,000"
RACKET,ES,Spain,2014,"27,727,000","5,213,000"
RACKET,ES,Spain,2015,"39,777,000","15,416,000"
RACKET,FI,Finland,2000,"1,625,000","35,000"
RACKET,FI,Finland,2001,"1,550,000","69,000"
RACKET,FI,Finland,2002,"1,247,000","76,000"
RACKET,FI,Finland,2003,"1,398,000","126,000"
RACKET,FI,Finland,2004,"1,532,000","202,000"
RACKET,FI,Finland,2005,"1,300,000","99,000"
RACKET,FI,Finland,2006,"1,530,000","353,000"
RACKET,FI,Finland,2007,"1,856,000","178,000"
RACKET,FI,Finland,2008,"1,612,000","299,000"
RACKET,FI,Finland,2009,"1,861,000","248,000"
RACKET,FI,Finland,2010,"1,524,000","276,000"
RACKET,FI,Finland,2011,"1,367,000","216,000"
RACKET,FI,Finland,2012,"1,416,000","280,000"
